"Grupo";"Norma";"Título";"Publicación";"Organismo";"idNorma";"idParte";"Url"
"Protección a la Infancia";"Decreto 10";"APRUEBA REGLAMENTO QUE REGULA LA ADMINISTRACIÓN DE CIERRE Y LA ADMINISTRACIÓN PROVISIONAL  DE LOS COLABORADORES ACREDITADOS DEL SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCIA";"28-SEP-2021";"MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA,  SUBSECRETARÍA DE LA NIÑEZ";"1165608";"0";"https://www.leychile.cl/Navegar?idNorma=1165608&idParte=0"
"Protección a la Infancia";"Decreto 90";"APRUEBA REGLAMENTO DEL ARTÍCULO 23 BIS DE LA LEY Nº 21.057  QUE REGULA ENTREVISTAS GRABADAS EN VIDEO Y  OTRAS MEDIDAS DE RESGUARDO A MENORES DE EDAD  VÍCTIMAS DE DELITOS SEXUALES";"19-AGO-2021";"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,  SUBSECRETARÍA DE JUSTICIA";"1163968";"0";"https://www.leychile.cl/Navegar?idNorma=1163968&idParte=0"
"Protección a la Infancia";"Decreto 3";"APRUEBA REGLAMENTO QUE ESTABLECE NORMAS PARA EL FUNCIONAMIENTO DEL CONSEJO DE EXPERTOS DEL SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y LA ADOLESCENCIA";"02-JUN-2021";"MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA,  SUBSECRETARÍA DE LA NIÑEZ";"1160530";"0";"https://www.leychile.cl/Navegar?idNorma=1160530&idParte=0"
"Protección a la Infancia";"Decreto 15";"APRUEBA ESTATUTOS DE FUNCIONAMIENTO DE LA DEFENSORÍA DE LOS DERECHOS DE LA NIÑEZ";"18-MAR-2019";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"1129762";"0";"https://www.leychile.cl/Navegar?idNorma=1129762&idParte=0"
"Protección a la Infancia";"Decreto 14";"APRUEBA REGLAMENTO DEL SUBSISTEMA DE PROTECCIÓN INTEGRAL A LA INFANCIA "CHILE CRECE CONTIGO" DE LA LEY N° 20.379";"23-ENE-2018";"MINISTERIO DE DESARROLLO SOCIAL";"1113966";"0";"https://www.leychile.cl/Navegar?idNorma=1113966&idParte=0"
"Protección a la Infancia";"Decreto 841";"APRUEBA REGLAMENTO DE LA LEY Nº 20.032  QUE ESTABLECE UN SISTEMA DE ATENCION A LA NIÑEZ Y ADOLESCENCIA A TRAVES DE LA RED DE COLABORADORES ACREDITADOS DEL SERVICIO NACIONAL DE MENORES  Y SU REGIMEN DE SUBVENCION";"05-OCT-2005";"MINISTERIO DE JUSTICIA";"242631";"0";"https://www.leychile.cl/Navegar?idNorma=242631&idParte=0"
"Protección a la Infancia";"Decreto 356";"REGLAMENTO DEL SERVICIO NACIONAL DE MENORES";"03-ABR-1980";"MINISTERIO DE JUSTICIA";"12630";"0";"https://www.leychile.cl/Navegar?idNorma=12630&idParte=0"
"Protección a la Infancia";"Resolución 67 EXENTA";"DELEGA EN LOS (LAS) SECRETARIOS(AS) REGIONALES MINISTERIALES DE DESARROLLO SOCIAL Y FAMILIA  LAS FACULTADES QUE INDICA  PARA LA SUSCRIPCIÓN Y APROBACIÓN DE CONVENIOS EN EL MARCO DE LA INSTALACIÓN DEL PROGRAMA "OFICINA LOCAL DE LA NIÑEZ"";"01-JUN-2022";"MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA,  SUBSECRETARÍA DE LA NIÑEZ";"1176748";"0";"https://www.leychile.cl/Navegar?idNorma=1176748&idParte=0"
"Protección a la Infancia";"Decreto con Fuerza de Ley 2";"FIJA TEXTO REFUNDIDO  COORDINADO Y SISTEMATIZADO DE LA LEY Nº20.370 CON LAS NORMAS NO DEROGADAS DEL DECRETO CON FUERZA DE LEY Nº 1  DE 2005";"02-JUL-2010";"MINISTERIO DE EDUCACIÓN";"1014974";"0";"https://www.leychile.cl/Navegar?idNorma=1014974&idParte=0"
"Protección a la Infancia";"Decreto con Fuerza de Ley 1";"FIJA EL TEXTO REFUNDIDO  COORDINADO Y SISTEMATIZADO DEL CODIGO DEL TRABAJO";"16-ENE-2003";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"207436";"8511838";"https://www.leychile.cl/Navegar?idNorma=207436&idParte=8511838"
"Protección de Datos Personales";"Ley 21719";"REGULA LA PROTECCIÓN Y EL TRATAMIENTO DE LOS DATOS PERSONALES Y CREA LA AGENCIA DE PROTECCIÓN DE DATOS PERSONALES";"13-DIC-2024";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"1209272";"0";"https://www.leychile.cl/Navegar?idNorma=1209272&idParte=0"
"Protección de Datos Personales";"Ley 21096";"CONSAGRA EL DERECHO A PROTECCIÓN DE LOS DATOS PERSONALES";"16-JUN-2018";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"1119730";"0";"https://www.leychile.cl/Navegar?idNorma=1119730&idParte=0"
"Protección de Datos Personales";"Ley 19628";"SOBRE PROTECCION DE LOS DATOS PERSONALES";"28-AGO-1999";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"141599";"0";"https://www.leychile.cl/Navegar?idNorma=141599&idParte=0"
"Protección de Datos Personales";"Resolución 304 EXENTA";"APRUEBA EL TEXTO ACTUALIZADO Y REFUNDIDO DE LAS RECOMENDACIONES DEL CONSEJO PARA LA TRANSPARENCIA SOBRE PROTECCIÓN DE DATOS PERSONALES POR PARTE DE LOS ÓRGANOS DE LA ADMINISTRACIÓN DEL ESTADO Y SUSTITUYE TEXTO QUE INDICA";"07-DIC-2020";"CONSEJO PARA LA TRANSPARENCIA";"1152996";"0";"https://www.leychile.cl/Navegar?idNorma=1152996&idParte=0"
"Protección de Datos Personales";"Decreto con Fuerza de Ley 3";"ESTABLECE NORMAS SOBRE PROTECCIÓN DE LOS DERECHOS DE LOS CONSUMIDORES";"31-MAY-2021";"MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO,  SUBSECRETARÍA DE ECONOMÍA Y EMPRESAS DE MENOR TAMAÑO";"1160403";"0";"https://www.leychile.cl/Navegar?idNorma=1160403&idParte=0"
"Reforma Procesal Penal";"Ley 21208";"MODIFICA EL CÓDIGO PENAL PARA TIPIFICAR ACCIONES QUE ATENTEN CONTRA LA LIBERTAD DE CIRCULACIÓN DE LAS PERSONAS EN LA VÍA PÚBLICA A TRAVÉS DE MEDIOS VIOLENTOS E INTIMIDATORIOS  Y FIJA LAS PENAS APLICABLES AL SAQUEO EN LAS CIRCUNSTANCIAS QUE INDICA";"30-ENE-2020";"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA";"1141780";"0";"https://www.leychile.cl/Navegar?idNorma=1141780&idParte=0"
"Reforma Procesal Penal";"Ley 21170";"MODIFICA EL TRATAMIENTO DE LAS PENAS DE LOS DELITOS DE ROBO Y RECEPTACIÓN DE VEHÍCULOS MOTORIZADOS O DE LOS BIENES QUE SE ENCUENTRAN AL INTERIOR DE ÉSTOS  Y ESTABLECE LAS MEDIDAS QUE INDICA";"26-JUL-2019";"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA";"1134236";"0";"https://www.leychile.cl/Navegar?idNorma=1134236&idParte=0"
"Reforma Procesal Penal";"Ley 20931";"FACILITA LA APLICACIÓN EFECTIVA DE LAS PENAS ESTABLECIDAS PARA LOS DELITOS DE ROBO  HURTO Y RECEPTACIÓN Y MEJORA LA PERSECUCIÓN PENAL EN DICHOS DELITOS";"05-JUL-2016";"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS";"1092269";"0";"https://www.leychile.cl/Navegar?idNorma=1092269&idParte=0"
"Reforma Procesal Penal";"Ley 20393";"ESTABLECE LA RESPONSABILIDAD PENAL DE LAS PERSONAS JURÍDICAS EN LOS DELITOS QUE INDICA";"02-DIC-2009";"MINISTERIO DE HACIENDA,  SUBSECRETARÍA DE HACIENDA";"1008668";"0";"https://www.leychile.cl/Navegar?idNorma=1008668&idParte=0"
"Reforma Procesal Penal";"Ley 20253";"MODIFICA EL CÓDIGO PENAL Y EL CÓDIGO PROCESAL PENAL EN MATERIA DE SEGURIDAD CIUDADANA  Y REFUERZA LAS ATRIBUCIONES PREVENTIVAS DE LAS POLICÍAS";"14-MAR-2008";"MINISTERIO DE JUSTICIA";"269848";"0";"https://www.leychile.cl/Navegar?idNorma=269848&idParte=0"
"Reforma Procesal Penal";"Ley 20245";"Reforma constitucional que regula la entrada en vigencia de las leyes procesales que indica";"10-ENE-2008";"MINISTERIO DE JUSTICIA";"268255";"0";"https://www.leychile.cl/Navegar?idNorma=268255&idParte=0"
"Reforma Procesal Penal";"Ley 20084";"ESTABLECE UN SISTEMA DE RESPONSABILIDAD DE LOS ADOLESCENTES POR INFRACCIONES A LA LEY PENAL";"07-DIC-2005";"MINISTERIO DE JUSTICIA";"244803";"0";"https://www.leychile.cl/Navegar?idNorma=244803&idParte=0"
"Reforma Procesal Penal";"Ley 19806";"NORMAS ADECUATORIAS DEL SISTEMA LEGAL CHILENO A LA REFORMA PROCESAL PENAL";"31-MAY-2002";"MINISTERIO DE JUSTICIA";"198675";"0";"https://www.leychile.cl/Navegar?idNorma=198675&idParte=0"
"Reforma Procesal Penal";"Ley 19794";"AGRUPA LOS TRIBUNALES DE LA REFORMA PROCESAL PENAL DE SANTIAGO";"05-MAR-2002";"MINISTERIO DE JUSTICIA";"195209";"0";"https://www.leychile.cl/Navegar?idNorma=195209&idParte=0"
"Reforma Procesal Penal";"Ley 19718";"CREA LA DEFENSORIA PENAL PUBLICA";"10-MAR-2001";"MINISTERIO DE JUSTICIA";"182755";"0";"https://www.leychile.cl/Navegar?idNorma=182755&idParte=0"
"Reforma Procesal Penal";"Ley 19708";"ADECUA LA LEY Nº 19.665  QUE MODIFICA EL CODIGO ORGANICO DE TRIBUNALES  AL NUEVO CODIGO PROCESAL PENAL";"05-ENE-2001";"MINISTERIO DE JUSTICIA";"179697";"0";"https://www.leychile.cl/Navegar?idNorma=179697&idParte=0"
"Reforma Procesal Penal";"Ley 19696";"ESTABLECE CODIGO PROCESAL PENAL";"12-OCT-2000";"MINISTERIO DE JUSTICIA";"176595";"0";"https://www.leychile.cl/Navegar?idNorma=176595&idParte=0"
"Reforma Procesal Penal";"Ley 19665";"CREA JUZGADOS DE GARANTÍA";"09-MAR-2000";"MINISTERIO DE JUSTICIA";"160254";"0";"https://www.leychile.cl/Navegar?idNorma=160254&idParte=0"
"Reforma Procesal Penal";"Ley 19640";"ESTABLECE LA LEY ORGANICA CONSTITUCIONAL DEL MINISTERIO PUBLICO";"15-OCT-1999";"MINISTERIO DE JUSTICIA";"145437";"0";"https://www.leychile.cl/Navegar?idNorma=145437&idParte=0"
"Reforma Procesal Penal";"Ley 19519";"CREA EL MINISTERIO PUBLICO";"16-SEP-1997";"MINISTERIO DE JUSTICIA";"75674";"0";"https://www.leychile.cl/Navegar?idNorma=75674&idParte=0"
"Reforma Procesal Penal";"Ley 1853";"CODIGO DE PROCEDIMIENTO PENAL";"19-FEB-1906";"MINISTERIO DE JUSTICIA";"22960";"0";"https://www.leychile.cl/Navegar?idNorma=22960&idParte=0"
"Reforma Procesal Penal";"Decreto 899";"APRUEBA REGLAMENTO PARA EL FUNCIONAMIENTO DEL BANCO UNIFICADO DE DATOS DEL ARTÍCULO 11 DE LA LEY Nº 20.931  QUE FACILITA LA APLICACIÓN EFECTIVA DE LAS PENAS ESTABLECIDAS PARA LOS DELITOS DE ROBO  HURTO Y RECEPTACIÓN Y MEJORA LA PERSECUCIÓN PENAL EN DICHOS DELITOS";"07-OCT-2019";"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,  SUBSECRETARÍA DE JUSTICIA";"1137086";"0";"https://www.leychile.cl/Navegar?idNorma=1137086&idParte=0"
"Reforma Procesal Penal";"Decreto 253";"PROMULGA EL CONVENIO ENTRE LA REPÚBLICA DE CHILE Y EL REINO DE ESPAÑA SOBRE COOPERACIÓN EN MATERIA DE LUCHA CONTRA LA DELINCUENCIA Y SEGURIDAD";"28-FEB-2018";"MINISTERIO DE RELACIONES EXTERIORES";"1115675";"0";"https://www.leychile.cl/Navegar?idNorma=1115675&idParte=0"
"Reforma Procesal Penal";"Decreto 83";"PROMULGA EL CONVENIO SOBRE LA CIBERDELINCUENCIA";"28-AGO-2017";"MINISTERIO DE RELACIONES EXTERIORES";"1106936";"0";"https://www.leychile.cl/Navegar?idNorma=1106936&idParte=0"
"Reforma Procesal Penal";"Decreto 495";"APRUEBA REGLAMENTO SOBRE LICITACIONES Y PRESTACION DE DEFENSA PENAL PUBLICA";"19-AGO-2002";"MINISTERIO DE JUSTICIA";"201706";"0";"https://www.leychile.cl/Navegar?idNorma=201706&idParte=0"
"Reforma Procesal Penal";"Decreto 210";"CREA UNIDAD COORDINADORA DE LA REFORMA PROCESAL PENAL";"24-JUL-1999";"MINISTERIO DE JUSTICIA";"139621";"0";"https://www.leychile.cl/Navegar?idNorma=139621&idParte=0"
"Reforma Procesal Penal";"Resolución 271";"FORMALIZA ACUERDO DEL CONSEJO DE LICITACIONES QUE MODIFICA BASES ADMINISTRATIVAS GENERALES DE LICITACIONES DE DEFENSA PENAL PUBLICA";"06-DIC-2004";"MINISTERIO DE JUSTICIA";"233254";"0";"https://www.leychile.cl/Navegar?idNorma=233254&idParte=0"
"Reforma Procesal Penal";"Resolución 38";"FORMALIZA BASES ADMINISTRATIVAS GENERALES DE LICITACIONES DE DEFENSA PENAL PUBLICA";"06-FEB-2003";"MINISTERIO DE JUSTICIA";"207394";"0";"https://www.leychile.cl/Navegar?idNorma=207394&idParte=0"
"Reforma Procesal Penal";"Auto Acordado S/N";"AUTO ACORDADO DE LA CORTE DE APELACIONES DE SANTIAGO SOBRE TRAMITACION EN SISTEMA INFORMATICO DE LAS CAUSAS DE LA REFORMA PROCESAL PENAL";"13-JUN-2005";"CORTE DE APELACIONES DE SANTIAGO";"239052";"0";"https://www.leychile.cl/Navegar?idNorma=239052&idParte=0"
"Reformas Constitucionales";"Ley 21432";"REFORMA CONSTITUCIONAL EN MATERIA DE RENUNCIA DE CONVENCIONALES CONSTITUYENTES";"11-MAR-2022";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"1173543";"0";"https://www.leychile.cl/Navegar?idNorma=1173543&idParte=0"
"Reformas Constitucionales";"Ley 21216";"MODIFICA LA CARTA FUNDAMENTAL PARA PERMITIR LA CONFORMACIÓN DE PACTOS ELECTORALES DE INDEPENDIENTES Y GARANTIZAR LA PARIDAD DE GÉNERO EN LAS CANDIDATURAS Y EN LA INTEGRACIÓN DEL ÓRGANO CONSTITUYENTE QUE SE CONFORME PARA LA CREACIÓN DE UNA NUEVA CONSTITUCIÓN POLÍTICA DE LA REPÚBLICA";"24-MAR-2020";"MINISTERIO SECRETARÍA GENERAL DE LA PRESIDENCIA";"1143661";"0";"https://www.leychile.cl/Navegar?idNorma=1143661&idParte=0"
"Reformas Constitucionales";"Ley 19611";"ESTABLECE IGUALDAD JURIDICA ENTRE HOMBRES Y MUJERES";"16-JUN-1999";"MINISTERIO DE JUSTICIA";"137783";"0";"https://www.leychile.cl/Navegar?idNorma=137783&idParte=0"
"Régimen Legal de la Actividad Audiovisual";"Ley 21045";"CREA EL MINISTERIO DE LAS CULTURAS  LAS ARTES Y EL PATRIMONIO";"03-NOV-2017";"MINISTERIO DE EDUCACIÓN";"1110097";"0";"https://www.leychile.cl/Navegar?idNorma=1110097&idParte=0"
"Régimen Legal de la Actividad Audiovisual";"Ley 20675";"MODIFICA LA LEY SOBRE DONACIONES CON FINES CULTURALES  CONTENIDA EN EL ARTÍCULO 8º DE LA LEY Nº 18.985";"05-JUN-2013";"MINISTERIO DE EDUCACIÓN";"1051339";"0";"https://www.leychile.cl/Navegar?idNorma=1051339&idParte=0"
"Régimen Legal de la Actividad Audiovisual";"Ley 20243";"Establece normas sobre los derechos morales y patrimoniales de los intérpretes de las ejecuciones artísticas fijadas en formato audiovisual";"05-FEB-2008";"MINISTERIO DE EDUCACIÓN";"269075";"0";"https://www.leychile.cl/Navegar?idNorma=269075&idParte=0"
"Régimen Legal de la Actividad Audiovisual";"Ley 19981";"SOBRE FOMENTO AUDIOVISUAL";"10-NOV-2004";"MINISTERIO DE EDUCACIÓN";"232277";"0";"https://www.leychile.cl/Navegar?idNorma=232277&idParte=0"
"Régimen Legal de la Actividad Audiovisual";"Ley 18838";"CREA EL CONSEJO NACIONAL DE TELEVISION";"30-SEP-1989";"MINISTERIO DEL INTERIOR";"30214";"0";"https://www.leychile.cl/Navegar?idNorma=30214&idParte=0"
"Régimen Legal de la Actividad Audiovisual";"Decreto 151";"APRUEBA REGLAMENTO DEL FONDO DE FOMENTO AUDIOVISUAL";"12-SEP-2005";"MINISTERIO DE EDUCACIÓN";"241853";"0";"https://www.leychile.cl/Navegar?idNorma=241853&idParte=0"
"Régimen Legal de la Actividad Audiovisual";"Decreto 265";"APRUEBA REGLAMENTO PARA LA CONSTITUCION DEL CONSEJO DEL ARTE Y LA INDUSTRIA AUDIOVISUAL";"11-FEB-2005";"MINISTERIO DE EDUCACIÓN";"235421";"0";"https://www.leychile.cl/Navegar?idNorma=235421&idParte=0"
"Régimen legal sobre prestaciones de crédito social de las Cajas de Compensación";"Ley 20343";"MODIFICA DISTINTOS CUERPOS LEGALES CON EL OBJETO DE MEJORAR LAS CONDICIONES DE FINANCIAMIENTO PARA PERSONAS Y EMPRESAS";"28-ABR-2009";"MINISTERIO DE HACIENDA";"1001569";"0";"https://www.leychile.cl/Navegar?idNorma=1001569&idParte=0"
"Régimen legal sobre prestaciones de crédito social de las Cajas de Compensación";"Ley 19514";"ESTABLECE NORMAS PARA MUTUOS HIPOTECARIOS ENDOSABLES ASOCIADOS AL SUBSIDIO HABITACIONAL";"27-AGO-1997";"MINISTERIO DE VIVIENDA Y URBANISMO";"75353";"0";"https://www.leychile.cl/Navegar?idNorma=75353&idParte=0"
"Régimen legal sobre prestaciones de crédito social de las Cajas de Compensación";"Ley 19439";"ESTABLECE NORMAS SOBRE CONTRATOS DE MUTUO HIPOTECARIO ENDOSABLE Y OTRAS MATERIAS RELATIVAS A FINANCIAMIENTO HABITACIONAL";"31-ENE-1996";"MINISTERIO DE VIVIENDA Y URBANISMO";"30806";"0";"https://www.leychile.cl/Navegar?idNorma=30806&idParte=0"
"Régimen legal sobre prestaciones de crédito social de las Cajas de Compensación";"Ley 18833";"ESTABLECE UN NUEVO ESTATUTO GENERAL PARA LAS CAJAS DE COMPENSACION DE ASIGNACION FAMILIAR (C.C.A.F.)  SUSTITUTIVO DEL ACTUAL CONTENIDO EN EL DECRETO CON FUERZA DE LEY N° 42  DE 1978  DEL MINISTERIO DEL TRABAJO Y PREVISION SOCIAL";"26-SEP-1989";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL";"30209";"0";"https://www.leychile.cl/Navegar?idNorma=30209&idParte=0"
"Régimen legal sobre prestaciones de crédito social de las Cajas de Compensación";"Ley 18010";"ESTABLECE NORMAS PARA LAS OPERACIONES DE CREDITO Y OTRAS OBLIGACIONES DE DINERO QUE INDICA";"27-JUN-1981";"MINISTERIO DE HACIENDA";"29438";"0";"https://www.leychile.cl/Navegar?idNorma=29438&idParte=0"
"Régimen legal sobre prestaciones de crédito social de las Cajas de Compensación";"Decreto 91";"APRUEBA REGLAMENTO DEL REGIMEN DE PRESTACIONES DE CREDITO SOCIAL DE LAS CAJAS DE COMPENSACION DE ASIGNACION FAMILIAR";"11-ENE-1979";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARIA DE PREVISION SOCIAL";"193065";"0";"https://www.leychile.cl/Navegar?idNorma=193065&idParte=0"
"Régimen legal sobre prestaciones de crédito social de las Cajas de Compensación";"Decreto con Fuerza de Ley 251";"COMPAÑIAS DE SEGUROS  SOCIEDADES ANONIMAS Y BOLSAS DE COMERCIO";"22-MAY-1931";"MINISTERIO DE HACIENDA";"5201";"0";"https://www.leychile.cl/Navegar?idNorma=5201&idParte=0"
"Régimen Penitenciario";"Ley 21783";"EXIME DE TRÁMITES Y REDUCE PLAZOS PARA LA ALTERACIÓN  AMPLIACIÓN  REPARACIÓN O CONSTRUCCIÓN DE NUEVOS ESTABLECIMIENTOS PENITENCIARIOS";"11-DIC-2025";"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS";"1219384";"0";"https://www.leychile.cl/Navegar?idNorma=1219384&idParte=0"
"Régimen Penitenciario";"Ley 20593";"CREA EL REGISTRO NACIONAL DE PRÓFUGOS DE LA JUSTICIA";"22-JUN-2012";"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,  SUBSECRETARÍA DEL INTERIOR";"1041204";"0";"https://www.leychile.cl/Navegar?idNorma=1041204&idParte=0"
"Régimen Penitenciario";"Ley 19968";"CREA LOS TRIBUNALES DE FAMILIA";"30-AGO-2004";"MINISTERIO DE JUSTICIA";"229557";"0";"https://www.leychile.cl/Navegar?idNorma=229557&idParte=0"
"Régimen Penitenciario";"Ley 19962";"DISPONE LA ELIMINACION DE CIERTAS ANOTACIONES PRONTUARIALES";"25-AGO-2004";"MINISTERIO DEL INTERIOR,  SUBSECRETARIA DEL INTERIOR";"229484";"0";"https://www.leychile.cl/Navegar?idNorma=229484&idParte=0"
"Régimen Penitenciario";"Ley 19965";"CONCEDE BENEFICIOS A CONDENADOS  OTORGANDO POSIBILIDAD DE INDULTO GENERAL.";"25-AGO-2004";"MINISTERIO DEL INTERIOR,  SUBSECRETARIA DEL INTERIOR";"229485";"0";"https://www.leychile.cl/Navegar?idNorma=229485&idParte=0"
"Régimen Penitenciario";"Ley 19856";"CREA UN SISTEMA DE REINSERCION SOCIAL DE LOS CONDENADOS SOBRE LA BASE DE LA OBSERVACION DE BUENA CONDUCTA";"04-FEB-2003";"MINISTERIO DE JUSTICIA";"207292";"0";"https://www.leychile.cl/Navegar?idNorma=207292&idParte=0"
"Régimen Penitenciario";"Ley 18216";"ESTABLECE MEDIDAS COMO ALTERNATIVAS A LAS PENAS PRIVATIVAS DE LIBERTAD (REMISIÓN CONDICIONAL DE LA PENA  RECLUSIÓN NOCTURNA Y LIBERTAD VIGILADA).";"14-MAY-1983";"MINISTERIO DE JUSTICIA";"29636";"0";"https://www.leychile.cl/Navegar?idNorma=29636&idParte=0"
"Régimen Penitenciario";"Ley 18050";"FIJA NORMAS GENERALES PARA CONCEDER INDULTOS PARTICULARES";"06-NOV-1981";"MINISTERIO DE JUSTICIA";"29477";"0";"https://www.leychile.cl/Navegar?idNorma=29477&idParte=0"
"Régimen Penitenciario";"Decreto 833 EXENTO";"CREA SECCIÓN JUVENIL AL INTERIOR DEL CENTRO PENITENCIARIO FEMENINO DE ARICA Y MODIFICA DECRETO N° 4.069 EXENTO  DE 2007  DEL MINISTERIO DE JUSTICIA  QUE CREA SECCIONES JUVENILES EN LOS ESTABLECIMIENTOS PENITENCIARIOS QUE INDICA";"16-ABR-2021";"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,  SUBSECRETARÍA DE JUSTICIA";"1158419";"0";"https://www.leychile.cl/Navegar?idNorma=1158419&idParte=0"
"Régimen Penitenciario";"Decreto 338";"APRUEBA EL REGLAMENTO DEL DECRETO LEY Nº 321  DE 1925  QUE ESTABLECE LA LIBERTAD CONDICIONAL PARA LAS PERSONAS CONDENADAS A PENAS PRIVATIVAS DE LIBERTAD Y MODIFICA EL DECRETO SUPREMO Nº 518  DE 1998  DEL MINISTERIO DE JUSTICIA  QUE APRUEBA REGLAMENTO DE ESTABLECIMIENTOS PENITENCIARIOS";"17-SEP-2020";"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,  SUBSECRETARÍA DE JUSTICIA";"1149586";"0";"https://www.leychile.cl/Navegar?idNorma=1149586&idParte=0"
"Régimen Penitenciario";"Decreto 927";"REGLAMENTO DEL EXAMEN PARA LA DETECCIÓN DEL VIRUS DE LA INMUNODEFICIENCIA HUMANA EN PERSONAS PRIVADAS DE LIBERTAD.";"03-MAR-2016";"MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS";"1088064";"0";"https://www.leychile.cl/Navegar?idNorma=1088064&idParte=0"
"Régimen Penitenciario";"Decreto 557";"APRUEBA REGLAMENTO ORGÁNICO DE GENDARMERÍA DE CHILE";"20-DIC-2011";"MINISTERIO DE JUSTICIA";"1035185";"0";"https://www.leychile.cl/Navegar?idNorma=1035185&idParte=0"
"Régimen Penitenciario";"Decreto 943";"APRUEBA REGLAMENTO QUE ESTABLECE UN ESTATUTO LABORAL Y DE FORMACIÓN PARA EL TRABAJO PENITENCIARIO";"14-MAY-2011";"MINISTERIO DE JUSTICIA";"1025358";"0";"https://www.leychile.cl/Navegar?idNorma=1025358&idParte=0"
"Régimen Penitenciario";"Decreto 685";"APRUEBA REGLAMENTO DE LA LEY Nº 19.856  QUE CREA UN SISTEMA DE REINSERCION SOCIAL DE LOS CONDENADOS EN BASE;A LA OBSERVACION DE BUENA CONDUCTA";"29-NOV-2003";"MINISTERIO DE JUSTICIA";"217983";"0";"https://www.leychile.cl/Navegar?idNorma=217983&idParte=0"
"Régimen Penitenciario";"Decreto 643";"APRUEBA ''REGLAMENTO DE VISITA DE ABOGADOS Y DEMAS PERSONAS HABILITADAS A LOS ESTABLECIMIENTOS PENITENCIARIOS''";"25-OCT-2000";"MINISTERIO DE JUSTICIA";"176915";"0";"https://www.leychile.cl/Navegar?idNorma=176915&idParte=0"
"Régimen Penitenciario";"Decreto 1317";"PROMULGA EL CONVENIO DE ESTRASBURGO SOBRE TRASLADO DE PERSONAS CONDENADAS";"03-NOV-1998";"MINISTERIO DE RELACIONES EXTERIORES";"126671";"0";"https://www.leychile.cl/Navegar?idNorma=126671&idParte=0"
"Régimen Penitenciario";"Decreto 518";"APRUEBA ''REGLAMENTO DE ESTABLECIMIENTOS PENITENCIARIOS''";"21-AGO-1998";"MINISTERIO DE JUSTICIA";"123280";"0";"https://www.leychile.cl/Navegar?idNorma=123280&idParte=0"
"Régimen Penitenciario";"Decreto 509";"CREA EQUIPOS DE TRABAJO PARA LA ERRADICACION DE MENORES DE LOS RECINTOS CARCELARIOS DE ADULTOS";"17-MAY-1994";"MINISTERIO DE JUSTICIA";"13864";"0";"https://www.leychile.cl/Navegar?idNorma=13864&idParte=0"
"Régimen Penitenciario";"Decreto 873";"APRUEBA CONVENCION AMERICANA SOBRE DERECHOS HUMANOS  DENOMINADA "PACTO DE SAN JOSE DE COSTA RICA"";"05-ENE-1991";"MINISTERIO DE RELACIONES EXTERIORES";"16022";"0";"https://www.leychile.cl/Navegar?idNorma=16022&idParte=0"
"Régimen Penitenciario";"Decreto 778";"PROMULGA EL PACTO INTERNACIONAL DE DERECHOS CIVILES Y POLITICOS ADOPTADO POR LA ASAMBLEA GENERAL DE LA ORGANIZACION DE LAS NACIONES UNIDAS POR RESOLUCION N° 2.200  EL 16 DE DICIEMBRE DE 1966 Y SUSCRITO POR CHILE EN ESA MISMA FECHA";"29-ABR-1989";"MINISTERIO DE RELACIONES EXTERIORES";"15551";"0";"https://www.leychile.cl/Navegar?idNorma=15551&idParte=0"
